Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,RTD Contract,Location
DAVE & BUSTER'S - GAITHERSBURG,"911 WASHINGTONIAN BLVD., SUITE H1",GAITHERSBURG,MD,20878,BBWLHR36112,On Premise,"DAVE & BUSTER'S OF MARYLAND, INC.",No,"911 WASHINGTONIAN BLVD., SUITE H1
GAITHERSBURG, MD 20878"
GREGORIO'S TRATTORIA,7745 TUCKERMAN LANE,POTOMAC,MD,20854,BDBWLHR1070947,On/Off-Premise,"GREGORIO'S, LLC",No,"7745 TUCKERMAN LANE
POTOMAC, MD 20854
(39.04066, -77.15562)"
KING STREET OYSTER BAR,12435  PARK POTOMAC AVE.,POTOMAC,MD,20854,BBWLHR483305,On Premise,"KSOB POTOMAC, LLC",No,"12435 PARK POTOMAC AVE.
POTOMAC, MD 20854
(39.05944, -77.15757)"
"TRAN DINH BEER,WINE & DELI","20 MONTGOMERY VILLAGE AVE, UNIT D",GAITHERSBURG,MD,20879,DBW141,On/Off-Premise,"TRAN DINH BEER,WINE, & DELI, I",No,"20 MONTGOMERY VILLAGE AVE, UNIT D
GAITHERSBURG, MD 20879
(39.1556, -77.20837)"
GEORGETOWN SQUARE WINE & CHEESE,10400 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,DBW61450,On/Off-Premise,H & A WINE & CHEESE INC.,Yes,"10400 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.02518, -77.12681)"
FIREPAN KOREAN BBQ,962 WAYNE AVE.,SILVER SRPING,MD,20910,BBWLHR671356,On Premise,"FIREPAN KBBQ SS, LLC",No,"962 WAYNE AVE.
SILVER SRPING, MD 20910
(38.99406, -77.02583)"
MEIWAH,4457 WILLARD AVENUE,CHEVY CHASE,MD,20815,BBWLHR1190505,On Premise,"MEIWAH CHEVY CHASE, INC",No,"4457 WILLARD AVENUE
CHEVY CHASE, MD 20815
(38.9619, -77.08816)"
YURAKU JAPANESE RESTAURANT,19773 FREDERICK RD.,GERMANTOWN,MD,20876,BBWLHR41059,On Premise,"LOVEGOD123, INC.",No,"19773 FREDERICK RD.
GERMANTOWN, MD 20876
(39.1796, -77.23838)"
TOP SHELF,914 EAST WEST HWY,TAKOMA PARK,MD,20912,DBW1060434,On/Off-Premise,TOP SHELF LLC,No,"914 EAST WEST HWY
TAKOMA PARK, MD 20912
(38.97566, -76.99325)"
UPCOUNTY FINE WINE & BEER,23229 STRINGTOWN RD.,CLARKSBURG,MD,20871,DBW51271,On/Off-Premise,"AP RETAIL, LLC",Yes,"23229 STRINGTOWN RD.
CLARKSBURG, MD 20871
(39.23804, -77.27655)"
YOUNG GOURMET BEER & WINE,3422 OLNEY LAYTONSVILLE ROAD,OLNEY,MD,20832,ABW247,Off Premise,"JAEJUNG FAMILY, INC",Yes,"3422 OLNEY LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.15298, -77.06783)"
WOODLANDS PURE VEGETARIAN,555 QUINCE ORCHARD RD.,GAITHERSBURG,MD,20878,HBWHR650356,On Premise,"UDIPI, INC.",No,"555 QUINCE ORCHARD RD.
GAITHERSBURG, MD 20878
(39.14359, -77.21975)"
AMERICAS SUPERMARKET,2404 UNIVERSITY BLVD.,WHEATON,MD,20902,ABW767359,Off Premise,"BITENCOURT HOLDINGS, LLC",No,"2404 UNIVERSITY BLVD.
WHEATON, MD 20902
(39.04155, -77.05072)"
FINNEGAN'S WAKE IRISH PUB,100-F GIBBS STREET,ROCKVILLE,MD,20850,BBWLHR21337,On Premise,"FINNEGAN'S WAKE IRISH PUB,LLC",No,"100-F GIBBS STREET
ROCKVILLE, MD 20850
(39.08552, -77.15194)"
BETHESDA BEER & WINE,8015 WISCONSIN AVE,BETHESDA,MD,20814,ABW121,Off Premise,BSBB LIMITED INC.,Yes,"8015 WISCONSIN AVE
BETHESDA, MD 20814
(38.99087, -77.09561)"
DISTRICT TACO,1310 EAST WEST HWY.,SILVER SPRING,MD,20910,HBWHR387275,On Premise,"DISTRICT TACO, LLC",No,"1310 EAST WEST HWY.
SILVER SPRING, MD 20910
(38.99266, -77.0317)"
SALT AND VINE,3308 OLNEY SANDY SPRING RD.,OLNEY,MD,20832,BDBWL287260,On/Off-Premise,"THE OLNEY HOUSE, LLC",No,"3308 OLNEY SANDY SPRING RD.
OLNEY, MD 20832
(39.15222, -77.0659)"
CHIPOTLE MEXICAN GRILL- CC,4471 WILLARD AVE,CHEVY CHASE,MD,20815,BBWLHR540,On Premise,CHIPOTLE MEXICAN GRILL OF MARY,No,"4471 WILLARD AVE
CHEVY CHASE, MD 20815
(38.96199, -77.08871)"
COPPER CANYON GRILL- SILVER SPRING,928 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR079,On Premise,"RED ROCK CANYON GRILL, LLC",No,"928 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.99553, -77.02689)"
IL PIZZICO,15209 FREDERICK ROAD,ROCKVILLE,MD,20850,BBWLHR741,On Premise,LIVIA INC.,No,"15209 FREDERICK ROAD
ROCKVILLE, MD 20850
(39.1057, -77.15744)"
NANDO'S PERI PERI,922 ROSE AVENUE,NORTH BETHESDA,MD,20852,BBWLHR34549,On Premise,"NANDO'S OF PIKE & ROSE, LLC",No,"922 ROSE AVENUE
NORTH BETHESDA, MD 20852
(39.05104, -77.1165)"
FIVE STAR PREMIER RESIDENCES OF CC,8100 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR693,On Premise,"FVE MANAGERS, INC.",No,"8100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.99272, -77.07725)"
MAKI CAFE,842-C ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW152,On/Off-Premise,"MAKI, LLC",No,"842-C ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07574, -77.13706)"
ITALIAN KITCHEN,8201 FENTON STREET,SILVER SPRING,MD,20910,BBWHR21279,On/Off-Premise,8201 FENTON STREET LLC,No,"8201 FENTON STREET
SILVER SPRING, MD 20910
(38.99202, -77.02405)"
PRALINE,"4611 SANGAMORE ROAD, UNIT O",BETHESDA,MD,20816,BBWLHR408,On Premise,"PRALINE BAKERY, LLC,",No,"4611 SANGAMORE ROAD, UNIT O
BETHESDA, MD 20816
(38.94875, -77.11848)"
NOODLE KING RESTAURANT,12705 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,HBWHR34641,On Premise,"UNITED XU, INC.",No,"12705 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20904
(39.06438, -76.9992)"
SUMMER HOUSE,11825 GRANDPARK AVENUE,ROCKVILLE,MD,20852,BBWLHR873,On Premise,"ROCKVILLE RESTAURANT,LLC",No,"11825 GRANDPARK AVENUE
ROCKVILLE, MD 20852
(39.04979, -77.11719)"
TOPGOLF,20051 CENTURY BLVD.,GERMANTOWN,MD,20874,BBWLHR208259,On Premise,"TOPGOLF USA GERMANTOWN, LLC",No,"20051 CENTURY BLVD.
GERMANTOWN, MD 20874
(39.18481, -77.25956)"
CITIZENS & CULTURE,8113 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR907411,On Premise,CITIZENS INC,No,"8113 GEORGIA AVE
SILVER SPRING, MD 20910
(38.99079, -77.0261)"
YARD HOUSE #8380,211 RIO BLVD,GAITHERSBURG,MD,20878,BBWLHR33183,On Premise,"GMR MONTGOMERY COUNTY, INC.",No,"211 RIO BLVD
GAITHERSBURG, MD 20878
(39.11703, -77.20035)"
BARRA BRAVA,15921 FREDERICK ROAD,ROCKVILLE,MD,20855,BDBWL42119,On/Off-Premise,"BARRA BRAVA PERUVIAN SEAFOOD, LLC",No,"15921 FREDERICK ROAD
ROCKVILLE, MD 20855
(39.11673, -77.16696)"
LEDO PIZZA ROCKVILLE,1319-H ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBWHR1724544,On Premise,"S&P RESTAURANTS, LLC",No,"1319-H ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.06875, -77.13066)"
MOBYDICK SUSHI,11220 TRIANGLE LANE,SILVER SPRING,MD,20902,BBWHR023,On/Off-Premise,"CHANG & MI, INC.",No,"11220 TRIANGLE LANE
SILVER SPRING, MD 20902
(39.03907, -77.05173)"
FIRST WATCH (GAITHERSBURG),802 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR1134478,On Premise,"FIRST WATCH RESTAURANTS, INC.",No,"802 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.11368, -77.21656)"
OM INDIAN RESTAURANT,"785 ROCKVILLE PIKE, UNIT K",ROCKVILLE,MD,20852,HBW220,On Premise,"JACREAS ENTERPRISES, INC",No,"785 ROCKVILLE PIKE, UNIT K
ROCKVILLE, MD 20852
(39.07661, -77.14113)"
BOTTLEGO,10723 COLUMBIA PIKE,SILVER SPRING,MD,20901,ABWS402274,Off Premise,"BOTTLEGO, INC.",Yes,"10723 COLUMBIA PIKE
SILVER SPRING, MD 20901
(39.0308, -77.00407)"
LA COLOMBIANA RESTAURANT,11216 GRANDVIEW AVE.,WHEATON,MD,20902,BBWLHR485314,On Premise,"LA COLOMBIANA BAR RESTAURANT, LLC",No,"11216 GRANDVIEW AVE.
WHEATON, MD 20902
(39.03908, -77.05238)"
MERCURY LOUNGE,9433 GEORGIA AVENUE,SILVER SPRING,MD,20910,DBWL1123453,On Premise,"DESTINY REAL ESTATE HOLDING COMPANY, LLC",No,"9433 GEORGIA AVENUE
SILVER SPRING, MD 20910
(39.00937, -77.04033)"
GREEK VILLAGE RESTAURANT,13476 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR295,On Premise,"GREEK VILLAGE RESTAURANT, INC.",No,"13476 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.07713, -77.00293)"
LAS AMERICAS MARKET,785 E. ROCKVILLE PIKE,ROCKVILLE,MD,20852,ABW37577,Off Premise,"LAS AMERICAS MARKET, LLC",No,"785 E. ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07661, -77.14113)"
SPICE STREET,8242 GEORGIA AVE.,SILVER SPRING,MD,20910,BBWLHR374284,On Premise,"MD ARSHVEER, LLC",No,"8242 GEORGIA AVE.
SILVER SPRING, MD 20910
(38.99304, -77.02663)"
MI RANCHO - SILVER SPRING,8701 RAMSEY AVE,SILVER SPRING,MD,20910,BBWLHR077,On Premise,8701 RAM INC.,No,"8701 RAMSEY AVE
SILVER SPRING, MD 20910
(38.99657, -77.03014)"
NANCY'S KITCHEN,3808 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,HBW065,On Premise,NANCY'S KITCHEN OF SILVER SPRI,No,"3808 INTERNATIONAL DRIVE
SILVER SPRING, MD 20906
(39.10329, -77.07544)"
AL CARBON,200 PARK ROAD,ROCKVILLE,MD,20850,BBWLHR624,On Premise,"CMV GROUP, INC.",No,"200 PARK ROAD
ROCKVILLE, MD 20850
(39.08579, -77.14663)"
FIRST WATCH (ROCKVILLE),100 GIBBS STREET,ROCKVILLE,MD,20850,BBWLHR1135492,On Premise,"FIRST WATCH RESTAURANTS, INC.",No,"100 GIBBS STREET
ROCKVILLE, MD 20850
(39.08552, -77.15194)"
THE SALT LINE,4900 HAMPDEN LANE,BETHESDA,MD,20814,BBWLHR980419,On Premise,TSL BETHESDA LLC,No,"4900 HAMPDEN LANE
BETHESDA, MD 20814
(38.98269, -77.09654)"
HANK DIETLE'S TAVERN,11010 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW001,On/Off-Premise,"HANK DIETLE'S, LLC",Yes,"11010 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.0389, -77.10932)"
SILVER DINER,9811 WASHINGTONIAN BLVD.,GAITHERSBURG,MD,20878,BBWLHR40010,On Premise,"SILVER DINER RIO WASH, LLC",No,"9811 WASHINGTONIAN BLVD.
GAITHERSBURG, MD 20878
(39.11547, -77.19812)"
PLAZA OAXACA,141 GIBBS ST.,ROCKVILLE,MD,20850,BBWLHR482315,On Premise,"PLAZA OAXACA, INC.",No,"141 GIBBS ST.
ROCKVILLE, MD 20850
(39.08635, -77.15199)"
BELBY DISCOUNT BEER & WINE,888 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW109,On/Off-Premise,"CKCE, INC",Yes,"888 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07496, -77.13566)"
RAKUGAKI,10223 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWLHR791373,On Premise,OG3 LLC,No,"10223 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.02359, -77.12361)"
POOLESVILLE GOLF COURSE - CROSSVINES,16601 WEST WILLARD ROAD,POOLESVILLE,MD,20837,BBWLCL084,On Premise,MONTGOMERY COUNTY REVENUE AUTH,No,"16601 WEST WILLARD ROAD
POOLESVILLE, MD 20837
(39.1271, -77.42429)"
NEW YORK MART,15108 FREDERICK ROAD,ROCKVILLE,MD,20850,ABWS23008,Off Premise,NEW YORK MART MD. INC,No,"15108 FREDERICK ROAD
ROCKVILLE, MD 20850
(39.10313, -77.15782)"
ELILLTA RESTAURANT AND GROCERY,10118 COLESVILLE RD,SILVER SPRING,MD,20901,BBWHR1003420,On/Off-Premise,SEMHAR LLC,No,"10118 COLESVILLE RD
SILVER SPRING, MD 20901
(39.02079, -77.01245)"
DOWNTOWN CROWN WINE & BEER,303 COPLEY PLACE,GAITHERSBURG,MD,20878,DBW155,On/Off-Premise,"CROWN BEER & WINE, LLC.",Yes,"303 COPLEY PLACE
GAITHERSBURG, MD 20878
(39.11488, -77.20694)"
MAPLE BEER AND WINE,8125 WISCONSIN AVENUE,BETHESDA,MD,20814,ABWS22685,Off Premise,"MY 523, LLC",Yes,"8125 WISCONSIN AVENUE
BETHESDA, MD 20814
(38.99178, -77.09582)"
BEATESUB MARKET & CARRY OUT,8201 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWHR26282,On/Off-Premise,"BEATESUB MARKET & CARRY-OUT, INC.",No,"8201 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.99172, -77.0266)"
MARIA'S CAFE & RESTAURANT,11305 ELKIN ST.,WHEATON,MD,20902,BBWLHR185262,On Premise,"MARIA'S CAFE & RESTAURANT, INC.",No,"11305 ELKIN ST.
WHEATON, MD 20902
(39.04056, -77.05034)"
EL CHANGARRO,107-B EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,DBW23613,On/Off-Premise,DELMA CORP,No,"107-B EAST DIAMOND AVENUE
GAITHERSBURG, MD 20877
(39.14194, -77.1957)"
MOTI'S MARKET,4860 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852,BBWHR114,On/Off-Premise,"ADAD, LLC",Yes,"4860 BOILING BROOK PARKWAY
ROCKVILLE, MD 20852
(39.04635, -77.09957)"
SPENCERVILLE DELI,2215 SPENCERVILLE RD,SPENCERVILLE,MD,20868,BDBWL25583,On/Off-Premise,"SPENCERVILLE DELI, LLC",No,"2215 SPENCERVILLE RD
SPENCERVILLE, MD 20868
(39.11613, -76.96572)"
FULL ON CRAFT EATS & DRINKS,4007-D NORBECK ROAD,ROCKVILLE,MD,20853,BBWHR136,On/Off-Premise,"FULL ON CRAFT EATS&DRINKS, LLC",No,"4007-D NORBECK ROAD
ROCKVILLE, MD 20853
(39.10997, -77.07723)"
JAVA NATION SILVER SPRING,1010 WAYNE AVE,SILVER SPRING,MD,20910,BDBWL1060435,On/Off-Premise,JN SILVER SPRING INC,No,"1010 WAYNE AVE
SILVER SPRING, MD 20910
(38.9945, -77.02768)"
LOS CHORROS RESTAURANT,2420 BLUERIDGE AVE,SILVER SPRING,MD,20902,BBWLHR173,On Premise,BLUERIDGE 2420 INC.,No,"2420 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.04293, -77.05128)"
ETCHISON COUNTRY STORE,7000 DAMASCUS ROAD,GAITHERSBURG,MD,20882,ABW118,Off Premise,ELK INCORPORATED,Yes,"7000 DAMASCUS ROAD
GAITHERSBURG, MD 20882
(39.25486, -77.14371)"
CONVENIENCE EXPRESS,948 WAYNE AVE,SILVER SPRING,MD,20910,ABW030,Off Premise,"JOACHIM & JOYCE, INC.",Yes,"948 WAYNE AVE
SILVER SPRING, MD 20910
(38.99462, -77.02588)"
LA SPERANZA RESTAURANT,806 BALTIMORE ROAD,ROCKVILLE,MD,20851,BBWLHR1110435,On Premise,NEPORL LLC,No,"806 BALTIMORE ROAD
ROCKVILLE, MD 20851
(39.08469, -77.1353)"
SAKURA JAPANESE STEAK & SEAFOOD,11502 MIDDLEBROOK ROAD,GERMANTOWN,MD,20876,BBWLHR116,On Premise,GERMANTOWN SAKURA INC,No,"11502 MIDDLEBROOK ROAD
GERMANTOWN, MD 20876
(39.18014, -77.23935)"
KUSSHI KO,8512 FENTON ST.,SILVER SPRING,MD,20910,HBWHR804375,On Premise,"KUSSHI KO, LLC",No,"8512 FENTON ST.
SILVER SPRING, MD 20910
(38.99635, -77.0249)"
POTOMAC GROCER,10107 RIVER RD.,POTOMAC,MD,20854,DBW95264,On/Off-Premise,"POTOMAC GROCER, LLC",Yes,"10107 RIVER RD.
POTOMAC, MD 20854
(39.01774, -77.20812)"
DOWNTOWN BEER AND WINE 3,70 UPPER ROCK CIR,ROCKVILLE,MD,20850,DBW22817,On/Off-Premise,DOWNTOWN BEER & WINE 3 CORP,No,"70 UPPER ROCK CIR
ROCKVILLE, MD 20850
(39.104, -77.157)"
THE LADY VINTNER,42 MARYLAND AVE,ROCKVILLE,MD,20850,DBW1307544,On/Off-Premise,"THE LADY VINTNER, LLC",No,"42 MARYLAND AVE
ROCKVILLE, MD 20850
(39.08471, -77.15092)"
BONCHON CHICKEN-KENTLANDS,130 MARKET ST.,GAITHERSBURG,MD,20878,BBWLHR277259,On Premise,"KF KENTLANDS, INC.",No,"130 MARKET ST.
GAITHERSBURG, MD 20878
(39.12209, -77.235)"
WESENYELESH INTERNATIONAL MKT,901 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,DBW1071145,Off Premise,WESENYELESH INTER. MARKET INC.,No,"901 SILVER SPRING AVENUE
SILVER SPRING, MD 20910
(38.99167, -77.02427)"
IRISH INN AT GLEN ECHO,6119 TULANE AVE,GLEN ECHO,MD,20812,BBWLHR101,On Premise,"BALLYMAHON, CORP.",No,"6119 TULANE AVE
GLEN ECHO, MD 20812
(38.96515, -77.13707)"
PHO TAN VINH,8705 COLESVILLE ROAD,SILVER SPRING,MD,20910,BBWLHR846,On Premise,TAN VINH CORPORATION,No,"8705 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.99791, -77.02685)"
SENECA CONVENIENCE,"12611 WISTERIA DRIVE, UNIT F",GERMANTOWN,MD,20874,ABWS119,Off Premise,SOOD & SOOD INC,Yes,"12611 WISTERIA DRIVE, UNIT F
GERMANTOWN, MD 20874
(39.17046, -77.26084)"
KISS & RIDE  CONVENIENCE STORE,11175 GEORGIA AVE.,SILVER SPRING,MD,20902,ABWS774364,Off Premise,"HOPE FOUND, INC.",No,"11175 GEORGIA AVE.
SILVER SPRING, MD 20902
(39.03845, -77.05073)"
HILTON GARDEN INN & HOMEWOOD SUITES,14975 SHADY GROVE ROAD,ROCKVILLE,MD,20850,BBWLHM021,On Premise,"FALLSGROVE HOTEL ASSOCIATES, L",No,"14975 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.10026, -77.19118)"
SILVER DINER - ROCKVILLE,12276 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR614,On Premise,"SILVER DINER ROCKVILLE, LLC",No,"12276 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05789, -77.1207)"
ZAO STAMINA RAMEN,7345 WISCONSIN AVE.,BETHESDA,MD,20814,BBWHR485311,On Premise,"ZAO STAMINA RAMEN, LLC",No,"7345 WISCONSIN AVE.
BETHESDA, MD 20814
(38.98312, -77.09352)"
MOKO SUSHI,5550 NORBECK ROAD,ROCKVILLE,MD,20853,HBWHR1745544,On Premise,"LU FAMILY SUSHI, INC.",No,"5550 NORBECK ROAD
ROCKVILLE, MD 20853
(39.09464, -77.11096)"
GEORGE'S HOT POT & BBQ,24 BUREAU DR.,GAITHERSBURG,MD,20878,HBWHR223266,On Premise,"GEORGE'S HOT POT & BBQ, INC.",No,"24 BUREAU DR.
GAITHERSBURG, MD 20878
(39.14347, -77.21731)"
GOURMET BEER & WINE,"11530 ROCKVILLE PIKE, UNIT D",ROCKVILLE,MD,20852,DBW166,On/Off-Premise,HOPE RESOURCES CORPORATION,Yes,"11530 ROCKVILLE PIKE, UNIT D
ROCKVILLE, MD 20852
(39.04649, -77.1132)"
GOLF ULTRA LOUNGE,8123 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR21250,On Premise,MXM LLC,No,"8123 GEORGIA AVE
SILVER SPRING, MD 20910
(38.99116, -77.02641)"
ETHIOPIS RESTAURANT,825 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,BBWHR1233556,On/Off-Premise,TEAM SELAM LLC,No,"825 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.09527, -77.15288)"
HUNAN CITY,9429 GEORGIA AVE,SILVER SPRING,MD,20910,DBW040,On/Off-Premise,YAN WING INC.,No,"9429 GEORGIA AVE
SILVER SPRING, MD 20910
(39.00931, -77.04031)"
CHEESESTEAK MIKE'S,10222 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BDBWL1062553,On/Off-Premise,"DJS OH, LLC",No,"10222 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.02283, -76.97837)"
SHUVAM BEER AND WINE,10313 WESTLAKE DRIVE,BETHESDA,MD,20817,ABWS40709,Off Premise,"NARAYAN PUJJA, LLC",Yes,"10313 WESTLAKE DRIVE
BETHESDA, MD 20817
(39.02569, -77.14775)"
IKKO SUSHI,1215 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,DBW124,On/Off-Premise,"POMEGRANATE, INC.",No,"1215 EAST-WEST HIGHWAY
SILVER SPRING, MD 20910
(38.99094, -77.02984)"
TRUE FOOD KITCHEN - BETH,7100 WISCONSIN AVENUE,BETHESDA,MD,20814,BBWLHR1763544,On Premise,FRC BALANCE LLC,No,"7100 WISCONSIN AVENUE
BETHESDA, MD 20814
(38.98025, -77.09231)"
THE CORDELL,4865 CORDELL AVE,BETHESDA,MD,20814,DBWL1303544,On Premise,"EVALINA RESTAURANT GROUP, LLC",No,"4865 CORDELL AVE
BETHESDA, MD 20814
(38.98976, -77.09772)"
"STEVES BEER, WINE & DELI",12132 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,DBW043,On/Off-Premise,MANHO CORPORATION,Yes,"12132 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.11679, -77.25196)"
DOG HAUS BIERGARTEN-KENTLAND,644 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR95263,On Premise,"DHKMSQ, LLC",No,"644 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.1219, -77.23448)"
UZU SUSHI,1701 ROCKVILLE PIKE SUITE A7,ROCKVILLE,MD,20852,HBWHR1268556,On Premise,"CVS,LLC",No,"1701 ROCKVILLE PIKE SUITE A7
ROCKVILLE, MD 20852
(39.06056, -77.12336)"
YOLO CAFE,18022 MATNEY RD,GERMANTOWN,MD,20874,BBWHR1624544,On/Off-Premise,"YOLO CAFE, INC",No,"18022 MATNEY RD
GERMANTOWN, MD 20874
(39.14655, -77.27379)"
ARGYLE COUNTRY CLUB,14600 ARGYLE CLUB ROAD,SILVER SPRING,MD,20906,CBWLCC003,On Premise,ARGYLE LAND COMPANY INC.,No,"14600 ARGYLE CLUB ROAD
SILVER SPRING, MD 20906
(39.09618, -77.04871)"
LEGENDS CAFE,11317 ELKIN STREET,SILVER SPRING,MD,20902,BBWLHR150,On Premise,"MEGA 112,INC.",No,"11317 ELKIN STREET
SILVER SPRING, MD 20902
(39.04092, -77.05033)"
MONTGOMERY COUNTRY CLUB,20908 GOLF VIEW DRIVE,GAITHERSBURG,MD,20882,CBWLCC24652,On Premise,"EAGL BEVERAGE HOLDINGS, LLC",No,"20908 GOLF VIEW DRIVE
GAITHERSBURG, MD 20882
(39.20027, -77.13373)"
CAVA MEZZE-OLNEY,3124 OLNEY SANDY SPRING RD,OLNEY,MD,20832,BBWLHR22697,On Premise,"DTI 108, LLC",No,"3124 OLNEY SANDY SPRING RD
OLNEY, MD 20832
(39.15158, -77.06374)"
7 LOCKS BREWING,12227 WILKINS AVENUE,ROCKVILLE,MD,20852,DBW21275,On/Off-Premise,"SLIGO MILL BREWING COMPANY, LLC",No,"12227 WILKINS AVENUE
ROCKVILLE, MD 20852
(39.05578, -77.11028)"
BASSETT'S RESTAURANT,19950 FISHER AVENUE,POOLESVILLE,MD,20837,BBWLHR799369,On Premise,"ALL FLAVORS, INC",No,"19950 FISHER AVENUE
POOLESVILLE, MD 20837
(39.14611, -77.41686)"
DOLLAR PLUS STORE AND BEER & WINE,11250 TRIANGLE LANE,SILVER SPRING,MD,20902,ABW1203514,Off Premise,FKRE LLC,No,"11250 TRIANGLE LANE
SILVER SPRING, MD 20902
(39.03976, -77.05194)"
THE CHICKEN BAR,210 EAST DIAMOND AVE,GAITHERSBURG,MD,20877,BBWLHR1133477,On Premise,THE CHICKEN BAR LLC,No,"210 EAST DIAMOND AVE
GAITHERSBURG, MD 20877
(39.14213, -77.19406)"
KNIGHTS OF COLUMBUS #2169,9707 ROSENSTEEL AVE,SILVER SPRING,MD,20910,CBWLFV007,On Premise,FATHER ROSENSTEEL KNIGHTS OF COLUMBUS CLUBHOUSE ASSOCIATION,No,"9707 ROSENSTEEL AVE
SILVER SPRING, MD 20910
(39.01582, -77.05077)"
MIKE & SON'S SUBS,5404 RANDOLPH RD,ROCKVILLE,MD,20852,DBW26658,On/Off-Premise,"BHATTI FAMILY, LLC",No,"5404 RANDOLPH RD
ROCKVILLE, MD 20852
(39.05323, -77.10768)"
MI RANCHO - GERMANTOWN,"19725 GERMANTOWN ROAD, UNIT A",GERMANTOWN,MD,20874,BBWLHR145,On Premise,19725A INC.,No,"19725 GERMANTOWN ROAD, UNIT A
GERMANTOWN, MD 20874
(39.17936, -77.2662)"
SONG DOG DISTILLING,18100 BUCKLODGE ROAD,BOYDS,MD,20841,OCP1596544,On Premise,"SONG DOG SPIRITS, LLC",No,"18100 BUCKLODGE ROAD
BOYDS, MD 20841
(39.15044, -77.36154)"
MOM'S ORGANIC MARKET,5566 RANDOLPH ROAD,ROCKVILLE,MD,20852,ABWS037,Off Premise,"MOM'S ORGANIC MARKET,INC",Yes,"5566 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.05306, -77.11217)"
LA MEXICANA - GERMANTOWN,13016 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,BBWLHR034,On Premise,EL MEXICANO INC.,No,"13016 MIDDLEBROOK ROAD
GERMANTOWN, MD 20874
(39.18081, -77.27152)"
WILLIAMS BEER & WINE,15440 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,DBW27325,On/Off-Premise,"SONI AND SONS, LLC",Yes,"15440 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.10953, -76.9355)"
CHEF TONY'S @ THE PROMENADE,5225 POOKS HILL RD.,BETHESDA,MD,20814,BBWLHR413274,On/Off-Premise,"ESPLANADE, LLC",No,"5225 POOKS HILL RD.
BETHESDA, MD 20814
(39.01646, -77.10696)"
ALA BETHESDA,4948 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR1129448,On Premise,4948 FAIRMONT LLC,No,"4948 FAIRMONT AVE
BETHESDA, MD 20814
(38.98745, -77.09759)"
